Numéro de boucle;Libellé;Jour;Total
665;Bonduelle vers Nord;2021-11-10;1014
666;Pont Audibert vers Sud;2021-11-10;323
681;Stalingrad vers est;2021-11-10;571
683;pont Anne de Bretagne vers Nord;2021-11-10;781
744;Calvaire vers Est;2021-11-10;751
746;Chemin de halage Tortière vers Sud;2021-11-10;845
680;Stalingrad vers ouest;2021-11-10;647
682;pont Anne de Bretagne vers Sud;2021-11-10;1504
676;Pont Willy Brandt vers Beaulieu;2021-11-10;46
880;Madeleine vers Nord;2021-11-10;2289
944;Magellan vers Est;2021-11-10;299
945;Magellan vers Ouest;2021-11-10;746
981;Pont Tabarly vers Nord;2021-11-10;105
994;Ceineray vers Est;2021-11-10;746
670;Pont de Pirmil vers Sud;2021-11-10;370
675;Pont Haudaudine vers Nord;2021-11-10;126
786;50 Otages Vers Nord;2021-11-10;3089
995;Ceineray vers Ouest;2021-11-10;1183
996;Van Iseghem vers Nord;2021-11-10;553
674;Pont Haudaudine vers Sud;2021-11-10;324
667;Entrée pont Audibert vers Nord;2021-11-10;3138
668;De Gaulle vers sud;2021-11-10;879
727;Pont Tabarly vers Nord;2021-11-10;471
743;Philippot vers ouest;2021-11-10;1485
747;Chemin de halage Tortière vers Nord;2021-11-10;857
943;Magellan vers Ouest;2021-11-10;211
950;avenue de la Libération vers Nord;2021-11-10;557
988;Kennedy vers Est;2021-11-10;757
989;Kennedy vers Ouest;2021-11-10;1106
1042;;2021-11-10;256
788;50 Otages Vers Nord;2021-11-10;2070
679;Bd Malakoff vers Gare Sud;2021-11-10;65
725;Pont Tabarly vers Sud;2021-11-10;471
745;Calvaire vers Ouest;2021-11-10;119
787;50 Otages Vers Sud;2021-11-10;2259
949;avenue de la Libération vers Sud;2021-11-10;209
986;Tremie vers Ouest;2021-11-10;313
742;Philippot vers Est;2021-11-10;1609
946;Magellan vers Est;2021-11-10;955
979;3 Continents vers Sud;2021-11-10;1074
847;Entrée pont Audibert vers Sud;2021-11-10;2886
881;Madeleine vers Sud;2021-11-10;2400
987;Tremie vers Est;2021-11-10;208
1041;;2021-11-10;245
785;50 Otages Vers Sud;2021-11-10;3404
9999;;2021-11-10;326
9998;;2021-11-10;468
669;De Gaulle sortie Clémenceau vers Nord;2021-11-10;906
672;Pont de Pornic vers Nord;2021-11-10;1329
677;Pont Willy Brandt vers Malakoff;2021-11-10;214
890;Pont de Pirmil vers Sud;2021-11-10;3113
947;Bd Malakoff vers Ouest;2021-11-10;326
948;Bd Malakoff vers Est;2021-11-10;375
997;Van Iseghem vers Sud;2021-11-10;533
959;Sorinières Vers Sud;2021-11-09;76
986;Tremie vers Ouest;2021-11-09;355
995;Ceineray vers Ouest;2021-11-09;1224
9999;;2021-11-09;368
667;Entrée pont Audibert vers Nord;2021-11-09;3362
683;pont Anne de Bretagne vers Nord;2021-11-09;874
747;Chemin de halage Tortière vers Nord;2021-11-09;953
664;Bonduelle vers sud;2021-11-09;1308
727;Pont Tabarly vers Nord;2021-11-09;560
742;Philippot vers Est;2021-11-09;1698
987;Tremie vers Est;2021-11-09;254
1041;;2021-11-09;308
847;Entrée pont Audibert vers Sud;2021-11-09;3004
670;Pont de Pirmil vers Sud;2021-11-09;389
672;Pont de Pornic vers Nord;2021-11-09;1447
745;Calvaire vers Ouest;2021-11-09;131
946;Magellan vers Est;2021-11-09;1060
948;Bd Malakoff vers Est;2021-11-09;1773
949;avenue de la Libération vers Sud;2021-11-09;192
676;Pont Willy Brandt vers Beaulieu;2021-11-09;182
665;Bonduelle vers Nord;2021-11-09;1128
679;Bd Malakoff vers Gare Sud;2021-11-09;2117
746;Chemin de halage Tortière vers Sud;2021-11-09;984
944;Magellan vers Est;2021-11-09;311
977;3 Continents vers Nord;2021-11-09;102
988;Kennedy vers Est;2021-11-09;852
996;Van Iseghem vers Nord;2021-11-09;627
674;Pont Haudaudine vers Sud;2021-11-09;315
680;Stalingrad vers ouest;2021-11-09;645
744;Calvaire vers Est;2021-11-09;798
787;50 Otages Vers Sud;2021-11-09;2187
943;Magellan vers Ouest;2021-11-09;250
947;Bd Malakoff vers Ouest;2021-11-09;1557
981;Pont Tabarly vers Nord;2021-11-09;126
666;Pont Audibert vers Sud;2021-11-09;336
677;Pont Willy Brandt vers Malakoff;2021-11-09;32924
725;Pont Tabarly vers Sud;2021-11-09;604
881;Madeleine vers Sud;2021-11-09;2471
890;Pont de Pirmil vers Sud;2021-11-09;3297
989;Kennedy vers Ouest;2021-11-09;1223
9998;;2021-11-09;476
788;50 Otages Vers Nord;2021-11-09;2224
945;Magellan vers Ouest;2021-11-09;805
950;avenue de la Libération vers Nord;2021-11-09;586
960;Sorinières Vers Nord;2021-11-09;55
980;Pont Tabarly vers Sud;2021-11-09;56
1042;;2021-11-09;332
668;De Gaulle vers sud;2021-11-09;1017
675;Pont Haudaudine vers Nord;2021-11-09;1
682;pont Anne de Bretagne vers Sud;2021-11-09;1615
743;Philippot vers ouest;2021-11-09;1421
785;50 Otages Vers Sud;2021-11-09;3545
880;Madeleine vers Nord;2021-11-09;2311
669;De Gaulle sortie Clémenceau vers Nord;2021-11-09;980
681;Stalingrad vers est;2021-11-09;642
786;50 Otages Vers Nord;2021-11-09;3505
979;3 Continents vers Sud;2021-11-09;1467
994;Ceineray vers Est;2021-11-09;794
997;Van Iseghem vers Sud;2021-11-09;652
949;avenue de la Libération vers Sud;2021-11-08;214
979;3 Continents vers Sud;2021-11-08;1242
997;Van Iseghem vers Sud;2021-11-08;566
669;De Gaulle sortie Clémenceau vers Nord;2021-11-08;901
672;Pont de Pornic vers Nord;2021-11-08;1375
675;Pont Haudaudine vers Nord;2021-11-08;3
745;Calvaire vers Ouest;2021-11-08;161
664;Bonduelle vers sud;2021-11-08;1167
666;Pont Audibert vers Sud;2021-11-08;304
670;Pont de Pirmil vers Sud;2021-11-08;372
742;Philippot vers Est;2021-11-08;1530
746;Chemin de halage Tortière vers Sud;2021-11-08;853
747;Chemin de halage Tortière vers Nord;2021-11-08;902
947;Bd Malakoff vers Ouest;2021-11-08;367
948;Bd Malakoff vers Est;2021-11-08;391
981;Pont Tabarly vers Nord;2021-11-08;150
996;Van Iseghem vers Nord;2021-11-08;548
667;Entrée pont Audibert vers Nord;2021-11-08;2962
743;Philippot vers ouest;2021-11-08;1372
744;Calvaire vers Est;2021-11-08;629
944;Magellan vers Est;2021-11-08;325
989;Kennedy vers Ouest;2021-11-08;1104
683;pont Anne de Bretagne vers Nord;2021-11-08;810
787;50 Otages Vers Sud;2021-11-08;1952
881;Madeleine vers Sud;2021-11-08;2216
950;avenue de la Libération vers Nord;2021-11-08;578
994;Ceineray vers Est;2021-11-08;732
1042;;2021-11-08;321
788;50 Otages Vers Nord;2021-11-08;1928
880;Madeleine vers Nord;2021-11-08;2045
9998;;2021-11-08;504
9999;;2021-11-08;322
668;De Gaulle vers sud;2021-11-08;884
679;Bd Malakoff vers Gare Sud;2021-11-08;83
680;Stalingrad vers ouest;2021-11-08;642
943;Magellan vers Ouest;2021-11-08;239
988;Kennedy vers Est;2021-11-08;724
677;Pont Willy Brandt vers Malakoff;2021-11-08;368
725;Pont Tabarly vers Sud;2021-11-08;545
890;Pont de Pirmil vers Sud;2021-11-08;2998
945;Magellan vers Ouest;2021-11-08;734
987;Tremie vers Est;2021-11-08;232
847;Entrée pont Audibert vers Sud;2021-11-08;2645
959;Sorinières Vers Sud;2021-11-08;89
977;3 Continents vers Nord;2021-11-08;90
986;Tremie vers Ouest;2021-11-08;343
676;Pont Willy Brandt vers Beaulieu;2021-11-08;669
674;Pont Haudaudine vers Sud;2021-11-08;293
665;Bonduelle vers Nord;2021-11-08;1016
681;Stalingrad vers est;2021-11-08;616
682;pont Anne de Bretagne vers Sud;2021-11-08;1423
727;Pont Tabarly vers Nord;2021-11-08;518
785;50 Otages Vers Sud;2021-11-08;3039
786;50 Otages Vers Nord;2021-11-08;3056
946;Magellan vers Est;2021-11-08;943
960;Sorinières Vers Nord;2021-11-08;62
980;Pont Tabarly vers Sud;2021-11-08;52
995;Ceineray vers Ouest;2021-11-08;1056
1041;;2021-11-08;322
944;Magellan vers Est;2021-11-07;101
988;Kennedy vers Est;2021-11-07;226
9998;;2021-11-07;291
677;Pont Willy Brandt vers Malakoff;2021-11-07;82
667;Entrée pont Audibert vers Nord;2021-11-07;999
672;Pont de Pornic vers Nord;2021-11-07;317
744;Calvaire vers Est;2021-11-07;305
945;Magellan vers Ouest;2021-11-07;269
950;avenue de la Libération vers Nord;2021-11-07;202
977;3 Continents vers Nord;2021-11-07;60
986;Tremie vers Ouest;2021-11-07;119
989;Kennedy vers Ouest;2021-11-07;383
788;50 Otages Vers Nord;2021-11-07;977
666;Pont Audibert vers Sud;2021-11-07;110
668;De Gaulle vers sud;2021-11-07;251
679;Bd Malakoff vers Gare Sud;2021-11-07;34
683;pont Anne de Bretagne vers Nord;2021-11-07;363
785;50 Otages Vers Sud;2021-11-07;1165
947;Bd Malakoff vers Ouest;2021-11-07;186
980;Pont Tabarly vers Sud;2021-11-07;33
664;Bonduelle vers sud;2021-11-07;397
670;Pont de Pirmil vers Sud;2021-11-07;214
682;pont Anne de Bretagne vers Sud;2021-11-07;585
727;Pont Tabarly vers Nord;2021-11-07;183
949;avenue de la Libération vers Sud;2021-11-07;91
959;Sorinières Vers Sud;2021-11-07;23
979;3 Continents vers Sud;2021-11-07;504
676;Pont Willy Brandt vers Beaulieu;2021-11-07;142
745;Calvaire vers Ouest;2021-11-07;33
746;Chemin de halage Tortière vers Sud;2021-11-07;352
747;Chemin de halage Tortière vers Nord;2021-11-07;309
786;50 Otages Vers Nord;2021-11-07;1243
787;50 Otages Vers Sud;2021-11-07;804
881;Madeleine vers Sud;2021-11-07;856
890;Pont de Pirmil vers Sud;2021-11-07;1176
946;Magellan vers Est;2021-11-07;294
995;Ceineray vers Ouest;2021-11-07;245
1041;;2021-11-07;69
1042;;2021-11-07;66
665;Bonduelle vers Nord;2021-11-07;346
675;Pont Haudaudine vers Nord;2021-11-07;2
681;Stalingrad vers est;2021-11-07;306
743;Philippot vers ouest;2021-11-07;560
997;Van Iseghem vers Sud;2021-11-07;168
674;Pont Haudaudine vers Sud;2021-11-07;87
847;Entrée pont Audibert vers Sud;2021-11-07;1094
960;Sorinières Vers Nord;2021-11-07;18
981;Pont Tabarly vers Nord;2021-11-07;87
987;Tremie vers Est;2021-11-07;82
994;Ceineray vers Est;2021-11-07;227
996;Van Iseghem vers Nord;2021-11-07;279
669;De Gaulle sortie Clémenceau vers Nord;2021-11-07;242
680;Stalingrad vers ouest;2021-11-07;344
742;Philippot vers Est;2021-11-07;567
9999;;2021-11-07;161
880;Madeleine vers Nord;2021-11-07;789
725;Pont Tabarly vers Sud;2021-11-07;160
943;Magellan vers Ouest;2021-11-07;88
948;Bd Malakoff vers Est;2021-11-07;160
944;Magellan vers Est;2021-11-06;122
986;Tremie vers Ouest;2021-11-06;152
669;De Gaulle sortie Clémenceau vers Nord;2021-11-06;311
680;Stalingrad vers ouest;2021-11-06;325
675;Pont Haudaudine vers Nord;2021-11-06;7
677;Pont Willy Brandt vers Malakoff;2021-11-06;90
679;Bd Malakoff vers Gare Sud;2021-11-06;36
785;50 Otages Vers Sud;2021-11-06;1832
945;Magellan vers Ouest;2021-11-06;261
981;Pont Tabarly vers Nord;2021-11-06;74
995;Ceineray vers Ouest;2021-11-06;509
664;Bonduelle vers sud;2021-11-06;457
681;Stalingrad vers est;2021-11-06;340
744;Calvaire vers Est;2021-11-06;473
745;Calvaire vers Ouest;2021-11-06;114
787;50 Otages Vers Sud;2021-11-06;1272
959;Sorinières Vers Sud;2021-11-06;32
977;3 Continents vers Nord;2021-11-06;102
980;Pont Tabarly vers Sud;2021-11-06;27
994;Ceineray vers Est;2021-11-06;409
997;Van Iseghem vers Sud;2021-11-06;267
1042;;2021-11-06;53
9999;;2021-11-06;226
9998;;2021-11-06;331
668;De Gaulle vers sud;2021-11-06;300
670;Pont de Pirmil vers Sud;2021-11-06;205
725;Pont Tabarly vers Sud;2021-11-06;154
727;Pont Tabarly vers Nord;2021-11-06;135
950;avenue de la Libération vers Nord;2021-11-06;207
979;3 Continents vers Sud;2021-11-06;798
989;Kennedy vers Ouest;2021-11-06;472
996;Van Iseghem vers Nord;2021-11-06;242
788;50 Otages Vers Nord;2021-11-06;1271
880;Madeleine vers Nord;2021-11-06;1096
667;Entrée pont Audibert vers Nord;2021-11-06;1448
682;pont Anne de Bretagne vers Sud;2021-11-06;658
948;Bd Malakoff vers Est;2021-11-06;146
1041;;2021-11-06;54
665;Bonduelle vers Nord;2021-11-06;368
666;Pont Audibert vers Sud;2021-11-06;145
943;Magellan vers Ouest;2021-11-06;87
960;Sorinières Vers Nord;2021-11-06;19
881;Madeleine vers Sud;2021-11-06;1237
949;avenue de la Libération vers Sud;2021-11-06;111
683;pont Anne de Bretagne vers Nord;2021-11-06;416
674;Pont Haudaudine vers Sud;2021-11-06;162
676;Pont Willy Brandt vers Beaulieu;2021-11-06;143
847;Entrée pont Audibert vers Sud;2021-11-06;1381
672;Pont de Pornic vers Nord;2021-11-06;473
742;Philippot vers Est;2021-11-06;787
743;Philippot vers ouest;2021-11-06;761
746;Chemin de halage Tortière vers Sud;2021-11-06;293
747;Chemin de halage Tortière vers Nord;2021-11-06;256
786;50 Otages Vers Nord;2021-11-06;1748
890;Pont de Pirmil vers Sud;2021-11-06;1204
946;Magellan vers Est;2021-11-06;353
947;Bd Malakoff vers Ouest;2021-11-06;152
987;Tremie vers Est;2021-11-06;102
988;Kennedy vers Est;2021-11-06;234
948;Bd Malakoff vers Est;2021-11-05;294
988;Kennedy vers Est;2021-11-05;581
989;Kennedy vers Ouest;2021-11-05;860
996;Van Iseghem vers Nord;2021-11-05;347
997;Van Iseghem vers Sud;2021-11-05;365
1042;;2021-11-05;134
9998;;2021-11-05;441
676;Pont Willy Brandt vers Beaulieu;2021-11-05;449
666;Pont Audibert vers Sud;2021-11-05;273
681;Stalingrad vers est;2021-11-05;499
745;Calvaire vers Ouest;2021-11-05;115
672;Pont de Pornic vers Nord;2021-11-05;1042
675;Pont Haudaudine vers Nord;2021-11-05;3
742;Philippot vers Est;2021-11-05;1291
743;Philippot vers ouest;2021-11-05;1196
890;Pont de Pirmil vers Sud;2021-11-05;2296
944;Magellan vers Est;2021-11-05;241
1041;;2021-11-05;123
680;Stalingrad vers ouest;2021-11-05;520
682;pont Anne de Bretagne vers Sud;2021-11-05;1131
683;pont Anne de Bretagne vers Nord;2021-11-05;749
744;Calvaire vers Est;2021-11-05;659
787;50 Otages Vers Sud;2021-11-05;1661
950;avenue de la Libération vers Nord;2021-11-05;468
9999;;2021-11-05;315
725;Pont Tabarly vers Sud;2021-11-05;325
786;50 Otages Vers Nord;2021-11-05;2636
981;Pont Tabarly vers Nord;2021-11-05;93
995;Ceineray vers Ouest;2021-11-05;803
847;Entrée pont Audibert vers Sud;2021-11-05;2229
668;De Gaulle vers sud;2021-11-05;687
677;Pont Willy Brandt vers Malakoff;2021-11-05;273
679;Bd Malakoff vers Gare Sud;2021-11-05;62
785;50 Otages Vers Sud;2021-11-05;2653
945;Magellan vers Ouest;2021-11-05;571
946;Magellan vers Est;2021-11-05;737
977;3 Continents vers Nord;2021-11-05;96
979;3 Continents vers Sud;2021-11-05;1032
986;Tremie vers Ouest;2021-11-05;270
664;Bonduelle vers sud;2021-11-05;884
665;Bonduelle vers Nord;2021-11-05;798
727;Pont Tabarly vers Nord;2021-11-05;319
747;Chemin de halage Tortière vers Nord;2021-11-05;477
943;Magellan vers Ouest;2021-11-05;160
987;Tremie vers Est;2021-11-05;165
947;Bd Malakoff vers Ouest;2021-11-05;248
949;avenue de la Libération vers Sud;2021-11-05;189
960;Sorinières Vers Nord;2021-11-05;38
994;Ceineray vers Est;2021-11-05;543
667;Entrée pont Audibert vers Nord;2021-11-05;2485
674;Pont Haudaudine vers Sud;2021-11-05;226
788;50 Otages Vers Nord;2021-11-05;1622
880;Madeleine vers Nord;2021-11-05;1760
669;De Gaulle sortie Clémenceau vers Nord;2021-11-05;688
670;Pont de Pirmil vers Sud;2021-11-05;302
746;Chemin de halage Tortière vers Sud;2021-11-05;477
881;Madeleine vers Sud;2021-11-05;1954
959;Sorinières Vers Sud;2021-11-05;67
980;Pont Tabarly vers Sud;2021-11-05;35
945;Magellan vers Ouest;2021-11-04;667
946;Magellan vers Est;2021-11-04;836
949;avenue de la Libération vers Sud;2021-11-04;178
996;Van Iseghem vers Nord;2021-11-04;365
667;Entrée pont Audibert vers Nord;2021-11-04;2709
747;Chemin de halage Tortière vers Nord;2021-11-04;553
669;De Gaulle sortie Clémenceau vers Nord;2021-11-04;746
675;Pont Haudaudine vers Nord;2021-11-04;5
680;Stalingrad vers ouest;2021-11-04;551
683;pont Anne de Bretagne vers Nord;2021-11-04;748
676;Pont Willy Brandt vers Beaulieu;2021-11-04;417
880;Madeleine vers Nord;2021-11-04;1934
948;Bd Malakoff vers Est;2021-11-04;329
950;avenue de la Libération vers Nord;2021-11-04;475
979;3 Continents vers Sud;2021-11-04;1158
981;Pont Tabarly vers Nord;2021-11-04;94
989;Kennedy vers Ouest;2021-11-04;875
847;Entrée pont Audibert vers Sud;2021-11-04;2466
664;Bonduelle vers sud;2021-11-04;946
745;Calvaire vers Ouest;2021-11-04;117
787;50 Otages Vers Sud;2021-11-04;1734
944;Magellan vers Est;2021-11-04;255
959;Sorinières Vers Sud;2021-11-04;86
994;Ceineray vers Est;2021-11-04;609
995;Ceineray vers Ouest;2021-11-04;849
997;Van Iseghem vers Sud;2021-11-04;425
1041;;2021-11-04;185
674;Pont Haudaudine vers Sud;2021-11-04;207
672;Pont de Pornic vers Nord;2021-11-04;1130
677;Pont Willy Brandt vers Malakoff;2021-11-04;349
727;Pont Tabarly vers Nord;2021-11-04;410
742;Philippot vers Est;2021-11-04;1398
786;50 Otages Vers Nord;2021-11-04;2816
9999;;2021-11-04;265
666;Pont Audibert vers Sud;2021-11-04;292
670;Pont de Pirmil vers Sud;2021-11-04;311
681;Stalingrad vers est;2021-11-04;527
725;Pont Tabarly vers Sud;2021-11-04;412
947;Bd Malakoff vers Ouest;2021-11-04;306
986;Tremie vers Ouest;2021-11-04;285
988;Kennedy vers Est;2021-11-04;659
668;De Gaulle vers sud;2021-11-04;749
682;pont Anne de Bretagne vers Sud;2021-11-04;1232
881;Madeleine vers Sud;2021-11-04;2068
890;Pont de Pirmil vers Sud;2021-11-04;2359
980;Pont Tabarly vers Sud;2021-11-04;45
9998;;2021-11-04;461
960;Sorinières Vers Nord;2021-11-04;63
987;Tremie vers Est;2021-11-04;194
1042;;2021-11-04;175
679;Bd Malakoff vers Gare Sud;2021-11-04;84
744;Calvaire vers Est;2021-11-04;668
785;50 Otages Vers Sud;2021-11-04;2840
788;50 Otages Vers Nord;2021-11-04;1710
665;Bonduelle vers Nord;2021-11-04;867
743;Philippot vers ouest;2021-11-04;1252
746;Chemin de halage Tortière vers Sud;2021-11-04;517
943;Magellan vers Ouest;2021-11-04;180
977;3 Continents vers Nord;2021-11-04;114
881;Madeleine vers Sud;2021-11-03;1870
945;Magellan vers Ouest;2021-11-03;641
949;avenue de la Libération vers Sud;2021-11-03;161
666;Pont Audibert vers Sud;2021-11-03;253
665;Bonduelle vers Nord;2021-11-03;751
670;Pont de Pirmil vers Sud;2021-11-03;288
677;Pont Willy Brandt vers Malakoff;2021-11-03;341
682;pont Anne de Bretagne vers Sud;2021-11-03;1131
725;Pont Tabarly vers Sud;2021-11-03;373
742;Philippot vers Est;2021-11-03;1292
785;50 Otages Vers Sud;2021-11-03;2661
847;Entrée pont Audibert vers Sud;2021-11-03;2299
946;Magellan vers Est;2021-11-03;778
960;Sorinières Vers Nord;2021-11-03;44
981;Pont Tabarly vers Nord;2021-11-03;105
987;Tremie vers Est;2021-11-03;176
997;Van Iseghem vers Sud;2021-11-03;353
9999;;2021-11-03;349
676;Pont Willy Brandt vers Beaulieu;2021-11-03;332
667;Entrée pont Audibert vers Nord;2021-11-03;2511
669;De Gaulle sortie Clémenceau vers Nord;2021-11-03;669
681;Stalingrad vers est;2021-11-03;473
743;Philippot vers ouest;2021-11-03;1217
959;Sorinières Vers Sud;2021-11-03;85
674;Pont Haudaudine vers Sud;2021-11-03;141
672;Pont de Pornic vers Nord;2021-11-03;1024
683;pont Anne de Bretagne vers Nord;2021-11-03;703
744;Calvaire vers Est;2021-11-03;580
746;Chemin de halage Tortière vers Sud;2021-11-03;460
943;Magellan vers Ouest;2021-11-03;190
944;Magellan vers Est;2021-11-03;247
980;Pont Tabarly vers Sud;2021-11-03;33
996;Van Iseghem vers Nord;2021-11-03;384
668;De Gaulle vers sud;2021-11-03;647
675;Pont Haudaudine vers Nord;2021-11-03;3
787;50 Otages Vers Sud;2021-11-03;1650
989;Kennedy vers Ouest;2021-11-03;929
880;Madeleine vers Nord;2021-11-03;1706
947;Bd Malakoff vers Ouest;2021-11-03;262
948;Bd Malakoff vers Est;2021-11-03;291
977;3 Continents vers Nord;2021-11-03;123
979;3 Continents vers Sud;2021-11-03;1068
995;Ceineray vers Ouest;2021-11-03;780
1042;;2021-11-03;158
664;Bonduelle vers sud;2021-11-03;839
679;Bd Malakoff vers Gare Sud;2021-11-03;61
680;Stalingrad vers ouest;2021-11-03;480
727;Pont Tabarly vers Nord;2021-11-03;363
745;Calvaire vers Ouest;2021-11-03;99
9998;;2021-11-03;414
788;50 Otages Vers Nord;2021-11-03;1620
747;Chemin de halage Tortière vers Nord;2021-11-03;492
786;50 Otages Vers Nord;2021-11-03;2575
890;Pont de Pirmil vers Sud;2021-11-03;2309
950;avenue de la Libération vers Nord;2021-11-03;438
986;Tremie vers Ouest;2021-11-03;247
988;Kennedy vers Est;2021-11-03;616
994;Ceineray vers Est;2021-11-03;573
1041;;2021-11-03;165
947;Bd Malakoff vers Ouest;2021-11-02;190
996;Van Iseghem vers Nord;2021-11-02;253
788;50 Otages Vers Nord;2021-11-02;1099
664;Bonduelle vers sud;2021-11-02;672
670;Pont de Pirmil vers Sud;2021-11-02;204
746;Chemin de halage Tortière vers Sud;2021-11-02;319
668;De Gaulle vers sud;2021-11-02;531
669;De Gaulle sortie Clémenceau vers Nord;2021-11-02;536
786;50 Otages Vers Nord;2021-11-02;1849
880;Madeleine vers Nord;2021-11-02;1260
881;Madeleine vers Sud;2021-11-02;1331
1042;;2021-11-02;60
680;Stalingrad vers ouest;2021-11-02;338
683;pont Anne de Bretagne vers Nord;2021-11-02;544
949;avenue de la Libération vers Sud;2021-11-02;145
979;3 Continents vers Sud;2021-11-02;738
980;Pont Tabarly vers Sud;2021-11-02;26
995;Ceineray vers Ouest;2021-11-02;560
9999;;2021-11-02;381
666;Pont Audibert vers Sud;2021-11-02;161
682;pont Anne de Bretagne vers Sud;2021-11-02;814
727;Pont Tabarly vers Nord;2021-11-02;279
890;Pont de Pirmil vers Sud;2021-11-02;1811
943;Magellan vers Ouest;2021-11-02;146
950;avenue de la Libération vers Nord;2021-11-02;367
847;Entrée pont Audibert vers Sud;2021-11-02;1698
665;Bonduelle vers Nord;2021-11-02;599
681;Stalingrad vers est;2021-11-02;308
725;Pont Tabarly vers Sud;2021-11-02;320
744;Calvaire vers Est;2021-11-02;447
747;Chemin de halage Tortière vers Nord;2021-11-02;340
948;Bd Malakoff vers Est;2021-11-02;215
959;Sorinières Vers Sud;2021-11-02;48
981;Pont Tabarly vers Nord;2021-11-02;62
987;Tremie vers Est;2021-11-02;108
